CODE,XMMC,XMDZ,location,pname,city,vname
28414,盛凯尚轩,佛山市三水区乐平镇乐华路45号,,,,
28194,广佛新世界庄园上城,佛山市南海区狮山镇高尔夫路333号广佛新世界庄园,,,,
28299,和华汇商业大楼,佛山市南海区大沥镇-盐步,,,,
28309,禾粤尚德居,佛山市南海区狮山镇和众路3号禾粤尚德居,,,,
28759,明智大厦,佛山市三水区西南街道三兴路16号明智大厦,,,,
28460,广瑞豪庭,佛山市南海区大沥镇-盐步,,,,
28389,富筑公馆,佛山市南海区桂城街道叠北新约村“石肯丫田”,,,,
28374,南舜广场,佛山市南海区桂城街道-桂城,,,,
28390,瀚洋居,佛山市三水区西南街道锦欣路2号,,,,
28404,金域名都,佛山市南海区桂城街道海八路以南、佛山一环以东（一环东）,,,,
28419,当代摩码花园,佛山市南海区桂城街道-广东金融高新区B区03-02-08地块,,,,
28449,御秀大厦,佛山市南海区大沥镇盐步穗盐路涌表村“扇面北”,,,,
28259,保利滨湖花园,佛山市南海区桂城街道-平洲,,,,
28434,丹灶碧桂园,佛山市南海区丹灶镇工业大道18号,,,,
28514,融御花园,佛山市南海区大沥镇岭南路88号,,,,
28774,中富创意产业中心,佛山市南海区狮山镇狮山科技工业园C区狮山大道十三号之一,,,,
28674,保利麓园,广东省佛山市南海区狮山镇科技西路5号,,,,
28784,长信御景华府,佛山市南海区里水镇-和顺沿江北路地段,,,,
28829,林和商业中心,广东省佛山市南海区里水镇文教村文金路1号,,,,
28864,誉尚轩,佛山市南海区九江镇-九江,,,,
28835,观心山居,佛山市南海区西樵镇-西樵,,,,
28524,钜隆君玺花园,佛山市三水区乐平镇乐南路8号,,,,
28605,文澜府,佛山市南海区大沥镇-大沥,,,,
28696,嘉裕名轩,佛山市南海区九江镇-九江教育路42号,,,,
28699,桂南尚都,佛山市南海区九江镇大正路南74号,,,,
28659,桂城总商会大厦,佛山市南海区桂城街道人民路1号桂城总商会大厦,,,,
28689,华亚金融中心,佛山市南海区桂城街道灯湖东路8号,,,,
28849,<null>,<null>,,,,
28879,美的翰湖苑,佛山市南海区丹灶镇建沙路西三区1号,,,,
28744,时代富锦花园,佛山市南海区桂城街道南一路4号,,,,
28464,广瑞豪庭,佛山市南海区大沥镇-盐步南海火柴厂地段,,,,
28474,保利雅苑,佛山市南海区桂城街道桂澜路以东,,,,
28654,熹云水岸花园,广东省佛山市南海区大沥镇四季路2号,,,,
28679,上林观湖苑,佛山市南海区狮山镇官窑永安大道西232号,,,,
28479,星港国际广场,佛山市南海区大沥镇-黄岐建设大道星港国际广场,,,,
28544,恒大北江华苑,佛山市三水区西南街道西青大道8号B地块,,,,
28664,新澳商务大厦,佛山市南海区大沥镇盐步蟾龙路2号,,,,
28709,<null>,<null>,,,,
28724,绿地丽雅香榭花苑,佛山市南海区狮山镇小塘三环东路10号,,,,
28499,鸿业畔湖居,佛山市南海区狮山镇虹岭路236号,,,,
28154,美思广场,佛山市南海区大沥镇盐步穗盐路涌表村“扇面北”中国南方时尚城一号地块,,,,
28364,奥园君珆花园,佛山市南海区桂城街道-金科路3号,,,,
28769,万豪大厦,佛山市三水区大塘镇,,,,
28800,<null>,<null>,,,,
28559,碧桂悦府,佛山市南海区西樵镇樵高路12号,,,,
28494,恒大御湖湾花苑,佛山市南海区西樵镇-西樵,,,,
28504,绿地香颂公馆,佛山市南海区大沥镇太平社区体育西路以西、体育南路以南地段,,,,
28569,谊泰雅苑,佛山市三水区云东海街道鲁村路10号,,,,
28204,中铁建水岸花园,佛山市南海区桂城街道-桂城融和路12号,,,,
28234,<null>,<null>,,,,
28039,盛凯尚府,佛山市三水区乐平镇,,,,
28249,禾粤尚德居1-23栋,佛山市南海区狮山镇-狮山黄洞村,,,,
28324,中海山湖豪庭,佛山市南海区西樵镇-西樵,,,,
28334,大正小成广场,佛山市南海区桂城街道桂澜南路47号,,,,
28224,杰胜公馆,佛山市南海区西樵镇-官山城区江浦路以南、高街西大街地段,,,,
28270,和华大楼,佛山市南海区大沥镇-盐步,,,,
28284,时代水岸花园,佛山市南海区大沥镇-黄岐沿江路163号,,,,
28420,珠水豪庭,佛山市南海区大沥镇-黄岐,,,,
28429,金色诚悦花园,佛山市南海区桂城街道海八路北侧63号地段,,,,
28764,时代水岸尚苑,佛山市南海区大沥镇-黄岐,,,,
28799,<null>,<null>,,,,
28854,瀚蓝广场,佛山市南海区桂城街道融和路23号,,,,
28754,承展大厦,佛山市南海区桂城街道-海四路19号承展大厦,,,,
28869,时代百盈达花园,佛山市三水区西南街道,,,,
28804,恒大梓林花园,佛山市三水区西南街道河口邓石？地块三、地块四,,,,
28734,康怡名居,佛山市南海区桂城街道-大圩社区永安北路永盛街5号,,,,
28779,恒锦新天地公馆,佛山市南海区狮山镇松夏工业园工业大道东19号,,,,
